NO,DATE,TIME,STATION,pH,DO,COND,TURB,TEMP,SAL,TDS,SWSG,NH4,BOD,TSS,DBT,CSQ,COD,NO3,MEM,PWR
19,1/1/2022,18:00,OL41,6.75,0.06,38.1,56.8,29.3,1,331.5,0,0.44,15.24,99.4,0,21,62.55,11.75,1207,13.65
20,1/1/2022,19:00,OL41,6.72,0.06,37.7,54,29.2,1,328,0,0.44,13.65,73.3,0,19,55.78,14.76,1207,13.65
21,1/1/2022,20:00,OL41,6.7,0.06,37.7,54.5,29,1,328,0,0.43,13.17,72.07,0,19,53.88,1.76,1207,13.6
22,1/1/2022,21:00,OL41,6.67,0.06,37.9,55.9,28.9,1,329.7,0,0.43,13.61,71.85,0,19,55.63,2.44,1208,13.6
23,1/1/2022,22:00,OL41,6.68,0.05,37.7,57.8,28.8,1,328,0,0.43,13.85,74.58,0,22,56.57,3.33,1208,13.55
24,1/1/2022,23:00,OL41,6.63,0.06,36.8,86.5,28.6,1,320.2,0,0.43,22.62,243.15,0,19,93.52,3.44,1208,13.55
25,1/2/2022,0:00,OL41,6.64,0.05,36.6,72.4,28.5,1,318.4,0,0.42,17.63,160.86,0,19,72.58,2.25,1209,13.55
26,1/2/2022,1:00,OL41,6.63,0.05,36.3,69.9,28.4,1,315.8,0,0.42,15.37,118.28,0,20,63.07,4.08,1209,13.5
27,1/2/2022,2:00,OL41,6.59,0.05,36.3,70.1,28.3,1,315.8,0,0.42,14.2,93.31,0,18,57.94,3.04,1209,13.45
28,1/2/2022,3:00,OL41,6.57,0.05,36.1,71.9,28.2,1,314.1,0,0.42,12.31,80.71,0,19,50.47,3.13,1210,13.45
29,1/2/2022,4:00,OL41,6.54,0.05,35.4,74.8,28.1,1,308,0,0.42,12.65,87.52,0,18,51.86,9.59,1210,13.39
30,1/2/2022,5:00,OL41,6.46,0.07,34.9,91.5,28.1,1,303.6,0,0.44,18.14,195.22,0,17,74.71,4.36,1210,13.39
31,1/2/2022,6:00,OL41,6.51,0.05,34.9,96.7,28.1,1,303.6,0,0.43,17.77,170.73,0,20,73.17,3.28,1211,13.39
32,1/2/2022,7:00,OL41,6.49,0.05,35,94,28,1,304.5,0,0.42,13,82.12,0,18,53.23,2.31,1211,13.45
33,1/2/2022,8:00,OL41,6.57,0.05,35.1,92.1,28,1,305.4,0,0.41,9.46,45.25,0,20,39.26,5.98,1211,13.7
34,1/2/2022,9:00,OL41,6.68,0.05,35.3,92.1,28,1,307.1,0,0.41,7.15,24.34,0,21,30.18,4.45,1212,13.7
35,1/2/2022,10:00,OL41,6.75,0.06,35.4,91.5,28.1,1,308,0,0.41,6.11,16.51,0,22,26.07,8.31,1212,13.7
36,1/2/2022,11:00,OL41,6.63,0.06,35.4,91.8,28.3,1,308,0,0.41,6.5,17.83,0,16,27.6,20.2,1212,13.7
37,1/2/2022,12:00,OL41,6.61,0.04,35.4,91.1,28.6,1,308,0,0.41,6,12.57,0,18,25.62,21.9,1213,13.7
38,1/2/2022,13:00,OL41,6.7,0.06,35.5,90.9,28.8,1,308.9,0,0.41,5.64,10.86,0,17,24.22,10.45,1213,13.7
39,1/2/2022,14:00,OL41,6.81,0.04,35.7,89.6,29.2,1,310.6,0,0.41,5.68,9.37,0,19,24.36,36,1213,13.7
40,1/2/2022,15:00,OL41,6.48,0.07,36.6,101.4,29.4,1,318.4,0,0.41,13.75,106.82,0,14,56.17,11.46,1214,13.7
41,1/2/2022,16:00,OL41,6.59,0.06,37.3,101.6,29.3,1,324.5,0,0.41,13.5,91.4,0,17,55.19,2.72,1214,13.7
42,1/2/2022,17:00,OL41,6.68,0.06,37.9,101.4,29.3,1,329.7,0,0.41,14.63,96.09,0,20,59.96,6.29,1214,13.7
43,1/2/2022,18:00,OL41,6.71,0.06,38.4,102.5,29.3,1,334.1,0,0.4,14.03,87,0,21,57.25,5.35,1215,13.65
44,1/2/2022,19:00,OL41,6.78,0.06,38.6,103.2,29.1,1,335.8,0,0.4,13.18,68.66,0,18,53.92,8.67,1215,13.65
45,1/2/2022,20:00,OL41,6.82,0.05,38.3,104.7,29,1,333.2,0,0.4,13.27,72.85,0,19,54.28,25.5,1215,13.6
46,1/2/2022,21:00,OL41,6.83,0.06,38.4,105.5,28.9,1,334.1,0,0.4,13.82,87.63,0,22,56.43,3.06,1216,13.6
47,1/2/2022,22:00,OL41,6.8,0.06,38.5,105.9,28.7,1,335,0,0.4,13.36,80.07,0,22,54.61,9.94,1216,13.55
48,1/2/2022,23:00,OL41,6.89,0.05,38.3,106.3,28.6,1,333.2,0,0.4,13.81,85.88,0,21,56.38,19.55,1216,13.55
49,1/3/2022,0:00,OL41,6.93,0.05,37.9,105.2,28.5,1,329.7,0,0.39,13.96,82.46,0,20,56.97,11.1,1217,13.5
50,1/3/2022,1:00,OL41,6.95,0.05,37.9,104.6,28.4,1,329.7,0,0.39,12.09,64.56,0,20,49.64,9.17,1217,13.5
51,1/3/2022,2:00,OL41,6.85,0.06,37.6,105.8,28.3,1,327.1,0,0.39,11.5,68.38,0,21,47.31,14.48,1217,13.45
52,1/3/2022,3:00,OL41,6.93,0.05,37.6,104.9,28.2,1,327.1,0,0.39,10.18,53.9,0,21,42.09,10.08,1218,13.45
53,1/3/2022,4:00,OL41,6.98,0.05,37.8,102.8,28.1,1,328.9,0,0.39,7.52,18.63,0,20,31.64,50.5,1218,13.39
54,1/3/2022,5:00,OL41,7.04,0.05,37.1,103.8,27.8,1,322.8,0,0.39,11.96,61.55,0,20,49.11,14.78,1218,13.39
55,1/3/2022,6:00,OL41,7.13,0.05,36.9,101.7,27.6,1,321,0,0.39,11.64,48.9,0,19,47.87,12.7,1219,13.39
56,1/3/2022,7:00,OL41,7.1,0.05,36.7,99.8,27.5,1,319.3,0,0.38,9.37,34.38,0,20,38.91,14.25,1219,13.45
57,1/3/2022,8:00,OL41,7.14,0.05,36.6,98.8,27.5,1,318.4,0,0.38,8.47,32.82,0,16,35.37,41.2,1219,13.55
58,1/3/2022,9:00,OL41,7.23,0.04,36.6,98,27.5,1,318.4,0,0.38,8.96,36.51,0,17,37.31,10.79,1220,13.7
59,1/3/2022,10:00,OL41,7.26,0.05,36.8,96.9,27.7,1,320.2,0,0.38,10.61,47.43,0,20,43.78,47.3,1220,13.7
60,1/3/2022,11:00,OL41,7.36,0.05,36.9,95,28,1,321,0,0.38,12.64,61.07,0,19,51.77,63.8,1220,13.7
61,1/3/2022,12:00,OL41,7.43,0.04,37.1,91.6,28.4,1,322.8,0,0.38,11.38,48.37,0,20,46.84,32.9,1221,13.7
62,1/3/2022,13:00,OL41,7.47,0.04,37.2,88.6,28.9,1,323.6,0,0.38,10.84,42.07,0,18,44.71,7.58,1221,13.7
63,1/3/2022,14:00,OL41,7.58,0.04,37.3,85.5,29.2,1,324.5,0,0.38,10.96,49.58,0,17,45.16,50,1221,13.7
64,1/3/2022,15:00,OL41,7.71,0.05,37,82.5,29.4,1,321.9,0,0.38,11.4,53.22,0,21,46.89,23.6,1222,13.7
65,1/3/2022,16:00,OL41,7.76,0.32,34.9,62.4,29.3,1,303.6,0,0.41,15.83,127.48,0,18,65.03,37.1,1222,13.7
66,1/3/2022,17:00,OL41,7.76,0.05,35,55.3,29.3,1,304.5,0,0.39,15.04,98.16,0,19,61.71,85,1222,13.7
67,1/3/2022,18:00,OL41,7.76,0.05,34.7,53.4,29.2,1,301.9,0,0.38,14.7,92.35,0,19,60.29,231,1223,13.65
68,1/3/2022,19:00,OL41,7.75,0.05,34.7,52,29.2,1,301.9,0,0.37,13.9,82.39,0,20,56.75,102.5,1223,13.65
69,1/3/2022,20:00,OL41,7.8,0.05,34.3,50.3,29,1,298.4,0,0.37,13.21,77.7,0,23,54.03,111.8,1223,13.6
70,1/3/2022,21:00,OL41,7.78,0.05,36.9,53.2,28.8,1,321,0,0.36,16.8,141.84,0,21,69.09,80,1224,13.55
71,1/3/2022,22:00,OL41,7.83,0.05,34.3,52.3,28.6,1,298.4,0,0.37,18.03,163.5,0,19,74.24,265,1224,13.55
72,1/3/2022,23:00,OL41,7.83,0.05,35.5,50.7,28.5,1,308.9,0,0.37,16.89,140.09,0,19,69.45,232,1224,13.55
73,1/4/2022,0:00,OL41,7.83,0.04,33.7,50.2,28.4,1,293.2,0,0.37,15.46,114.63,0,20,63.47,297,1225,13.5
74,1/4/2022,1:00,OL41,7.83,0.04,33.3,50.8,28.3,1,289.7,0,0.36,14.79,97.26,0,19,60.66,232,1225,13.5
75,1/4/2022,2:00,OL41,7.84,0.04,33.9,51.4,28.1,1,294.9,0,0.36,13.77,80.76,0,19,56.24,94.8,1225,13.45
76,1/4/2022,3:00,OL41,7.83,0.04,38.2,51.7,28,1,332.3,0,0.36,12.89,69.3,0,19,52.79,298,1226,13.45
77,1/4/2022,4:00,OL41,7.84,0.05,36.3,53,27.9,1,315.8,0,0.37,12.54,68.69,0,18,51.4,378,1226,13.39
78,1/4/2022,5:00,OL41,7.84,0.05,35.6,56.5,27.7,1,309.7,0,0.36,11.99,65.65,0,19,49.21,306,1226,13.39
79,1/4/2022,6:00,OL41,7.83,0.04,35.8,56.5,27.6,1,311.5,0,0.36,11.4,63.72,0,19,46.91,56.2,1227,13.34
80,1/4/2022,7:00,OL41,7.82,0.05,35,62,27.5,1,304.5,0,0.36,10.62,54.63,0,18,43.84,53.1,1227,13.55
81,1/4/2022,8:00,OL41,7.82,0.04,35.2,62.7,27.5,1,306.2,0,0.36,9.67,49.16,0,19,40.09,348,1227,13.7
82,1/4/2022,9:00,OL41,7.8,0.04,38.9,65.3,27.6,1,338.4,0,0.36,10.16,47.8,0,19,42.02,28.2,1228,13.7
83,1/4/2022,10:00,OL41,7.85,0.04,37.8,67.1,27.8,1,328.9,0,0.36,9.98,50.03,0,18,41.33,224,1228,13.7
84,1/4/2022,11:00,OL41,7.89,0.05,39.1,69.3,28.1,1,340.2,0,0.36,11.36,63.09,0,19,46.76,81.3,1228,13.7
85,1/4/2022,12:00,OL41,7.91,0.04,38.6,73.2,28.5,1,335.8,0,0.36,14.69,105.68,0,22,60.23,107.3,1229,13.7
86,1/4/2022,13:00,OL41,7.87,0.05,30.6,75.5,29.1,1,266.2,0,0.36,15.52,145.14,0,19,63.74,157.2,1229,13.7
87,1/4/2022,14:00,OL41,7.82,0.04,29,71.5,29.4,1,252.3,0,0.36,11.35,84.62,0,21,46.72,40.2,1229,13.7
88,1/4/2022,15:00,OL41,7.81,0.05,33.8,70.9,29.3,1,294.1,0,0.36,10.19,66.63,0,19,42.14,50,1230,13.7
89,1/4/2022,16:00,OL41,7.9,0.04,38.8,70.3,29.2,1,337.6,0,0.36,9.85,55.47,0,18,40.82,91.4,1230,13.7
90,1/4/2022,17:00,OL41,7.9,0.05,41.5,69.1,29.1,2,361.1,0,0.36,10.05,48.7,0,18,41.59,57,1230,13.7
91,1/4/2022,18:00,OL41,7.95,0.05,39.3,69.6,29.1,1,341.9,0,0.35,11.35,59.61,0,19,46.72,137,1231,13.65
92,1/4/2022,19:00,OL41,7.93,0.05,38.3,70.3,29,1,333.2,0,0.35,12.24,69.45,0,19,50.2,252,1231,13.65
93,1/4/2022,20:00,OL41,7.9,0.05,38.1,68.9,29,1,331.5,0,0.35,11.45,58.12,0,19,47.12,173.5,1231,13.6
94,1/4/2022,21:00,OL41,7.92,0.05,38.2,67.2,28.9,1,332.3,0,0.35,11.26,57.81,0,20,46.37,253,1232,13.6
95,1/4/2022,22:00,OL41,7.94,0.05,38.1,66,28.8,1,331.5,0,0.34,11.23,56.99,0,19,46.22,76.7,1232,13.55
96,1/4/2022,23:00,OL41,7.96,0.05,37.7,64.8,28.7,1,328,0,0.35,10.87,56.64,0,19,44.8,305,1232,13.55
97,1/5/2022,0:00,OL41,7.95,0.05,38,63,28.7,1,330.6,0,0.34,10.76,52.87,0,20,44.39,93.6,1233,13.5
98,1/5/2022,1:00,OL41,7.96,0.05,38.3,61.9,28.6,1,333.2,0,0.34,10.77,55.36,0,20,44.41,239,1233,13.5
99,1/5/2022,2:00,OL41,7.95,0.04,43.1,60.2,28.5,2,375,0,0.34,10.76,55.84,0,20,44.38,431,1233,13.45
100,1/5/2022,3:00,OL41,7.98,0.04,39.7,60.2,28.4,1,345.4,0,0.34,10.98,60.13,0,20,45.24,232,1234,13.45
101,1/5/2022,4:00,OL41,7.97,0.04,38.3,59.5,28.2,1,333.2,0,0.34,10.97,58.35,0,20,45.2,86,1234,13.39
102,1/5/2022,5:00,OL41,7.97,0.04,37.8,59.3,28,1,328.9,0,0.33,11.85,71.05,0,19,48.67,255,1234,13.39
103,1/5/2022,6:00,OL41,7.95,0.04,37.3,53.2,27.9,1,324.5,0,0.34,13.33,79.56,0,20,54.5,649,1235,13.39
104,1/5/2022,7:00,OL41,7.94,0.04,39.2,54.8,27.7,1,341,0,0.34,11.78,63.66,0,20,48.4,515,1235,13.45
105,1/5/2022,8:00,OL41,7.95,0.04,40.5,47.9,27.7,1,352.4,0,0.34,11.66,65.05,0,20,47.91,276,1235,13.65
106,1/5/2022,9:00,OL41,7.96,0.04,38.6,49,27.7,1,335.8,0,0.34,10.9,57.97,0,20,44.92,777,1236,13.7
107,1/5/2022,10:00,OL41,7.97,0.04,37.7,49.5,28,1,328,0,0.34,10.88,57.66,0,18,44.85,182.5,1236,13.7
108,1/5/2022,11:00,OL41,7.95,0.04,38.1,4950,28.2,1,331.5,0,0.34,11.23,59.79,0,18,46.25,203,1236,13.7
109,1/5/2022,12:00,OL41,7.89,0.05,38.7,48.6,28.5,1,336.7,0,0.33,11.23,55.19,0,17,46.22,176.6,1237,13.7
110,1/5/2022,13:00,OL41,7.9,0.05,39.1,48.7,28.7,1,340.2,0,0.34,11.63,59.84,0,20,47.79,410,1237,13.7
111,1/5/2022,14:00,OL41,7.92,0.05,39.3,49.4,28.8,1,341.9,0,0.34,12.01,67.78,0,20,49.32,311,1237,13.7
112,1/5/2022,15:00,OL41,7.93,0.05,39.1,49.8,29,1,340.2,0,0.33,11.19,55.78,0,19,46.07,344,1238,13.7
113,1/5/2022,16:00,OL41,7.92,0.05,44.1,50.6,29.1,2,383.7,0,0.33,12.3,67.51,0,19,50.43,346,1238,13.7
114,1/5/2022,17:00,OL41,7.96,0.05,42,50.4,29.3,2,365.4,0,0.34,13.26,74.22,0,20,54.21,2440,1238,13.7
115,1/5/2022,18:00,OL41,7.96,0.05,39.9,49.2,29.2,1,347.1,0,0.33,13.01,70.66,0,20,53.23,439,1239,13.65
116,1/5/2022,19:00,OL41,7.97,0.05,37,58.4,28.9,1,321.9,0,0.32,17.24,150.94,0,20,70.98,258,1239,13.65
117,1/5/2022,20:00,OL41,7.96,0.04,31.7,59.3,28.2,1,275.8,0,0.31,19.15,190.49,0,20,78.96,180.8,1239,13.6
118,1/5/2022,21:00,OL41,7.98,0.05,29.1,55.6,28,1,253.2,0,0.31,16.25,133.03,0,18,66.79,181.6,1240,13.55
119,1/5/2022,22:00,OL41,7.95,0.05,29,52.6,28,1,252.3,0,0.31,13.96,91.66,0,19,56.99,151.8,1240,13.55
120,1/5/2022,23:00,OL41,7.96,0.05,30.2,51.2,28.1,1,262.7,0,0.31,12.49,69.82,0,18,51.2,75.6,1240,13.55
121,1/6/2022,0:00,OL41,7.97,0.05,30.8,50.4,28.1,1,268,0,0.31,11.99,64,0,19,49.22,189.8,1241,13.5
122,1/6/2022,1:00,OL41,7.97,0.05,31.7,49.5,28.1,1,275.8,0,0.31,11,49.73,0,20,45.34,88.6,1241,13.5
123,1/6/2022,2:00,OL41,7.98,0.04,32.4,49.1,28.1,1,281.9,0,0.31,10.44,43.25,0,20,43.14,175.6,1241,13.45
124,1/6/2022,3:00,OL41,7.99,0.04,33,48.7,28,1,287.1,0,0.31,10.43,46.56,0,20,43.1,149.8,1242,13.45
125,1/6/2022,4:00,OL41,7.98,0.04,33.6,48,28,1,292.3,0,0.31,10.72,52.64,0,20,44.22,160.1,1242,13.39
126,1/6/2022,5:00,OL41,8,0.04,34.3,46.9,27.9,1,298.4,0,0.31,10.71,53.7,0,21,44.17,132.6,1242,13.39
127,1/6/2022,6:00,OL41,8,0.04,35.1,45.5,27.8,1,305.4,0,0.3,10.52,48.13,0,20,43.43,82.4,1243,13.34
128,1/6/2022,7:00,OL41,7.99,0.04,36.1,44,27.7,1,314.1,0,0.3,10.2,46.15,0,21,42.17,233,1243,13.39
129,1/6/2022,8:00,OL41,8,0.03,36.4,43,27.7,1,316.7,0,0.32,10.64,56.02,0,20,43.9,158.1,1243,13.7
130,1/6/2022,9:00,OL41,7.76,0.77,3.1,25.3,27.8,0,27,0,0.33,0,168.83,0,15,0,143.7,1244,13.7
131,1/6/2022,10:00,OL41,8.83,1.23,2.5,47.8,27.5,0,21.8,0,0.34,1.04,67.61,0,20,4.51,46.3,1244,13.7
132,1/6/2022,11:00,OL41,8.18,0.27,40.4,62.5,29.3,2,351.5,0,0.35,21.01,236.31,0,19,86.77,42.6,1244,13.7
133,1/6/2022,12:00,OL41,8.03,0.12,38.2,69.6,29.2,1,332.3,0,0.35,20.5,211.02,0,18,84.6,3.68,1245,13.7
134,1/6/2022,13:00,OL41,7.97,0.29,38.7,51.7,29.4,1,336.7,0,0.34,16.03,120.6,0,21,65.84,19.93,1245,13.7
135,1/6/2022,14:00,OL41,8.12,0.15,43.2,60.3,29.5,2,375.8,0,0.34,15.89,121.19,0,20,65.28,31.9,1245,13.7
136,1/6/2022,15:00,OL41,8.09,0.17,42.1,53.2,29.2,2,366.3,0,0.33,13.55,79.42,0,17,55.36,240,1246,13.7
137,1/6/2022,16:00,OL41,8.03,0.06,41.7,57.7,29,2,362.8,0,0.32,12,59.9,0,15,49.27,317,1246,13.65
138,1/6/2022,17:00,OL41,8.01,0.04,41.5,65.5,28.9,2,361.1,0,0.31,11.69,55.69,0,18,48.06,303,1246,13.6
139,1/6/2022,18:00,OL41,8,0.05,42.2,68.4,28.7,2,367.1,0,0.31,11.49,54.5,0,17,47.25,678,1247,13.6
140,1/6/2022,19:00,OL41,8,0.04,44.3,71.9,28.5,2,385.4,0,0.31,12.01,57.51,0,19,49.31,462,1247,13.55
141,1/6/2022,20:00,OL41,8.03,0.05,42.9,89,28.4,2,373.2,0,0.31,14.37,90.69,0,19,58.61,289,1247,13.55
142,1/6/2022,21:00,OL41,7.97,0.04,42.1,102,28.3,2,366.3,0,0.31,15.52,111.58,0,19,63.74,417,1248,13.5
143,1/6/2022,22:00,OL41,7.99,0.04,42.9,121.7,28.2,2,373.2,0,0.31,18.15,175.08,0,18,74.76,1397,1248,13.5
144,1/6/2022,23:00,OL41,7.95,0.05,42.8,124.1,28.1,2,372.4,0,0.3,20.64,249.01,0,18,85.22,127.2,1248,13.45
145,1/7/2022,0:00,OL41,7.98,0.04,42,104.9,28.1,2,365.4,0,0.3,18.92,211.59,0,19,77.99,562,1249,13.45
146,1/7/2022,1:00,OL41,7.99,0.04,38,79.2,28,1,330.6,0,0.3,16.11,150.71,0,19,66.2,354,1249,13.39
147,1/7/2022,2:00,OL41,7.99,0.04,36,49.7,27.9,1,313.2,0,0.3,14.01,100.78,0,21,57.2,1843,1249,13.39
148,1/7/2022,3:00,OL41,7.97,0.04,35.1,42.7,27.9,1,305.4,0,0.3,12.33,70.55,0,19,50.56,799,1250,13.34
149,1/7/2022,4:00,OL41,7.94,0.05,35,38.2,27.8,1,304.5,0,0.3,11.27,56.41,0,21,46.41,145,1250,13.34
150,1/7/2022,5:00,OL41,7.93,0.04,35.2,35.8,27.7,1,306.2,0,0.3,10.35,52.23,0,22,42.77,396,1250,13.34
151,1/7/2022,6:00,OL41,7.93,0.04,35.3,37.6,27.6,1,307.1,0,0.3,9.64,46.68,0,21,39.97,228,1251,13.34
152,1/7/2022,7:00,OL41,7.93,0.03,35.6,37.3,27.5,1,309.7,0,0.31,8.84,39.44,0,22,36.82,1091,1251,13.34
153,1/7/2022,8:00,OL41,7.94,0.04,37.8,40,27.5,1,328.9,0,0.31,8.48,38.12,0,23,35.4,311,1251,13.55
154,1/7/2022,9:00,OL41,7.96,0.05,39.9,42,27.6,1,347.1,0,0.31,8.57,37.71,0,23,35.76,358,1252,13.7
155,1/7/2022,10:00,OL41,8.03,0.05,39.2,43.5,27.8,1,341,0,0.31,9.46,42.73,0,23,39.25,3220,1252,13.7
156,1/7/2022,11:00,OL41,8.06,0.05,42.4,49.4,28.1,2,368.9,0,0.31,11.33,57.58,0,20,46.62,707,1252,13.7
157,1/7/2022,12:00,OL41,8.06,0.05,41,52.1,28.5,2,356.7,0,0.31,12.56,68,0,20,51.49,1778,1253,13.7
158,1/7/2022,13:00,OL41,8.08,0.06,39.1,52.7,29,1,340.2,0,0.31,13.06,67.01,0,18,53.42,597,1253,13.7
159,1/7/2022,14:00,OL41,8.09,0.06,39.2,58.4,29.3,1,341,0,0.31,14.89,86,0,18,61.06,146,1253,13.7
160,1/7/2022,15:00,OL41,8.09,0.05,39.9,68.1,29.6,1,347.1,0,0.31,15.98,104.7,0,18,65.66,511,1254,13.7
161,1/7/2022,16:00,OL41,8.11,0.06,40.7,87.7,29.5,2,354.1,0,0.31,15.16,87.59,0,16,62.19,1150,1254,13.7
162,1/7/2022,17:00,OL41,8.12,0.06,41.5,42.6,29.4,2,361.1,0,0.3,15.55,92.68,0,21,63.86,776,1254,13.7
163,1/7/2022,18:00,OL41,8.12,0.05,41.6,40.2,29.3,2,361.9,0,0.3,14.55,78.66,0,17,59.46,754,1255,13.65
164,1/7/2022,19:00,OL41,8.13,0.05,40.9,43.1,29.1,2,355.8,0,0.3,14.26,77.28,0,17,58.2,1179,1255,13.65
165,1/7/2022,20:00,OL41,8.14,0.05,40.9,49.4,28.9,2,355.8,0,0.3,15.45,95.04,0,17,63.42,521,1255,13.6
166,1/7/2022,21:00,OL41,8.14,0.05,40.5,53.2,28.7,1,352.4,0,0.3,15.42,95.84,0,16,63.3,640,1256,13.55
167,1/7/2022,22:00,OL41,8.14,0.04,40.9,58,28.5,2,355.8,0,0.29,16.18,107.03,0,19,66.5,929,1256,13.55
168,1/7/2022,23:00,OL41,8.14,0.04,41.1,63.9,28.4,2,357.6,0,0.29,16.91,120.69,0,21,69.54,478,1256,13.5
169,1/8/2022,0:00,OL41,8.12,0.04,46,68.8,28.3,2,400.2,0,0.29,17.33,132.39,0,21,71.34,199.3,1257,13.5
170,1/8/2022,1:00,OL41,8.14,0.04,42.9,70.3,28.1,2,373.2,0,0.29,17.21,127.45,0,22,70.83,377,1257,13.5
171,1/8/2022,2:00,OL41,8.14,0.04,40.8,68.9,28,2,355,0,0.29,16.61,120.24,0,23,68.28,180.3,1257,13.45
172,1/8/2022,3:00,OL41,8.15,0.03,40.7,67.3,27.9,1,354.1,0,0.29,16.17,115.73,0,23,66.43,565,1258,13.45
173,1/8/2022,4:00,OL41,8.14,0.04,41.3,64.9,27.8,2,359.3,0,0.29,16.09,126.5,0,23,66.13,192.4,1258,13.39
174,1/8/2022,5:00,OL41,8.13,0.04,41.7,65.6,27.7,2,362.8,0,0.29,16.18,130.51,0,23,66.47,103.5,1258,13.39
175,1/8/2022,6:00,OL41,8.11,0.04,40,64.1,27.5,1,348,0,0.29,15.53,118.47,0,23,63.78,191.5,1259,13.34
176,1/8/2022,7:00,OL41,8.1,0.04,38.4,50.9,27.4,1,334.1,0,0.29,14.99,102.32,0,23,61.51,280,1259,13.45
177,1/8/2022,8:00,OL41,8.08,0.04,37.2,59.7,27.4,1,323.6,0,0.29,14.66,99.6,0,23,60.11,350,1259,13.6
178,1/8/2022,9:00,OL41,8.08,0.04,36.9,61.2,27.4,1,321,0,0.3,14.78,99.08,0,21,60.62,448,1260,13.7
179,1/8/2022,10:00,OL41,8.1,0.04,38.5,59.9,27.7,1,335,0,0.3,15.76,119.3,0,19,64.73,1076,1260,13.7
180,1/8/2022,11:00,OL41,8.11,0.04,39,75.8,28,1,339.3,0,0.3,18.15,158.9,0,20,74.76,649,1260,13.7
181,1/8/2022,12:00,OL41,8.11,0.05,41.3,81.6,28.4,2,359.3,0,0.3,19.17,178.57,0,20,79.03,359,1261,13.7
182,1/8/2022,13:00,OL41,8.13,0.04,41.5,77.8,28.8,2,361.1,0,0.3,19.32,177.43,0,21,79.65,693,1261,13.7
183,1/8/2022,14:00,OL41,8.13,0.04,40,73.6,28.9,1,348,0,0.3,18.64,160.23,0,18,76.81,749,1261,13.7
184,1/8/2022,15:00,OL41,8.11,0.05,40.8,71.2,29.1,2,355,0,0.3,18.03,147,0,20,74.25,320,1262,13.7
185,1/8/2022,16:00,OL41,8.13,0.05,41.8,70.2,29.3,2,363.7,0,0.3,17.71,143.03,0,19,72.9,571,1262,13.7
186,1/8/2022,17:00,OL41,8.13,0.05,40.9,68.6,29.4,2,355.8,0,0.29,17.87,145.86,0,19,73.58,219,1262,13.7
187,1/8/2022,18:00,OL41,8.14,0.04,40.6,70.9,29.3,2,353.2,0,0.29,18.22,157.28,0,21,75.05,131.4,1263,13.65
