NO,DATE,TIME,STATION,pH,DO,COND,TURB,TEMP,SAL,TDS,SWSG,NH4,BOD,TSS,DBT,CSQ,COD,NO3,MEM,PWR
20,1/1/2022,19:00,OL42,7.26,4.29,12.6,47.2,28,0,109.6,0,0,8.51,76.41,0,17,38.28,4.79,1191,13.5
21,1/1/2022,20:00,OL42,7.24,4.28,12.6,45.8,27.6,0,109.6,0,0,8.34,75.43,0,17,37.5,5.04,1191,13.5
22,1/1/2022,21:00,OL42,7.22,4.16,12.6,45.6,27.4,0,109.6,0,0,8.21,73.45,0,16,36.94,4.86,1191,13.45
23,1/1/2022,22:00,OL42,7.19,4.13,12.7,41.2,27.1,0,110.5,0,0,7.84,68,0,17,35.28,4.93,1192,13.39
24,1/1/2022,23:00,OL42,7.18,4.11,12.7,37.7,26.9,0,110.5,0,0,7.57,61.77,0,16,34.06,5.2,1192,13.39
25,1/2/2022,0:00,OL42,7.16,4.01,12.8,36.9,26.7,0,111.4,0,0,7.3,59.33,0,17,32.85,5.23,1192,13.34
26,1/2/2022,1:00,OL42,7.17,3.94,12.7,35,26.5,0,110.5,0,0,6.98,59.91,0,17,31.42,5.29,1193,13.34
27,1/2/2022,2:00,OL42,7.16,3.84,12.7,32.6,26.3,0,110.5,0,0,6.67,56.11,0,17,30,5.08,1193,13.34
28,1/2/2022,3:00,OL42,7.13,3.79,12.6,31.1,26.1,0,109.6,0,0,6.34,52.97,0,17,28.54,5.13,1193,13.29
29,1/2/2022,4:00,OL42,7.07,3.79,12.5,30.1,26,0,108.8,0,0,6.03,50.3,0,17,27.12,5.25,1194,13.29
30,1/2/2022,5:00,OL42,7.08,3.73,12.5,28.9,25.9,0,108.8,0,0,5.91,49.68,0,17,26.6,5.45,1194,13.24
31,1/2/2022,6:00,OL42,7.12,3.63,12.6,30.6,25.8,0,109.6,0,0,6.05,51.9,0,17,27.23,6.01,1194,13.24
32,1/2/2022,7:00,OL42,7.13,3.57,12.6,32.3,25.7,0,109.6,0,0,5.96,53.26,0,17,26.8,6.28,1195,13.5
33,1/2/2022,8:00,OL42,7.16,3.53,12.6,33.1,25.7,0,109.6,0,0,5.96,50.79,0,17,26.83,6.74,1195,13.7
34,1/2/2022,9:00,OL42,7.26,3.29,12.6,30.8,25.8,0,109.6,0,0,6,48.53,0,17,26.97,8.52,1195,13.7
35,1/2/2022,10:00,OL42,7.28,3.21,12.7,30,25.9,0,110.5,0,0,5.88,46.88,0,16,26.45,6.62,1196,13.7
36,1/2/2022,11:00,OL42,7.3,3.09,12.6,29.9,26.2,0,109.6,0,0,5.78,49.77,0,16,25.98,6.51,1196,13.7
37,1/2/2022,12:00,OL42,7.31,2.96,12.6,29.8,26.5,0,109.6,0,0,5.85,47.82,0,13,26.33,6.33,1196,13.7
38,1/2/2022,13:00,OL42,7.35,2.85,12.5,32.2,26.9,0,108.8,0,0,5.87,50.36,0,19,26.41,6.9,1197,13.7
39,1/2/2022,14:00,OL42,7.35,2.7,12.4,31.4,27.3,0,107.9,0,0,5.91,49.3,0,16,26.6,7.23,1197,13.7
40,1/2/2022,15:00,OL42,7.32,2.69,12.6,31,27.9,0,109.6,0,0,5.81,50.16,0,16,26.15,7.13,1197,13.7
41,1/2/2022,16:00,OL42,7.39,2.5,12.4,29.1,27.7,0,107.9,0,0,5.83,49.18,0,17,26.21,8.33,1198,13.6
42,1/2/2022,17:00,OL42,7.39,2.33,12.5,27.8,27.5,0,108.8,0,0,5.63,47.61,0,16,25.32,15.72,1198,13.7
43,1/2/2022,18:00,OL42,7.38,2.24,12.6,25.3,27.5,0,109.6,0,0,5.51,46.45,0,15,24.81,17.8,1198,13.55
44,1/2/2022,19:00,OL42,7.37,2.07,12.6,24.4,27.4,0,109.6,0,0,5.34,44.95,0,16,24.03,12.37,1199,13.5
45,1/2/2022,20:00,OL42,7.36,2,12.7,25.3,27.2,0,110.5,0,0,5.19,42.69,0,17,23.33,12.87,1199,13.45
46,1/2/2022,21:00,OL42,7.36,2.08,12.6,24,27,0,109.6,0,0,5.1,38.82,0,15,22.93,15.95,1199,13.45
47,1/2/2022,22:00,OL42,7.35,1.88,12.7,23.3,26.8,0,110.5,0,0,4.89,37.21,0,15,21.99,16.1,1200,13.39
48,1/2/2022,23:00,OL42,7.35,1.88,12.7,22,26.6,0,110.5,0,0,4.64,34.61,0,19,20.85,20.2,1200,13.39
49,1/3/2022,0:00,OL42,7.34,2.07,12.6,22.4,26.4,0,109.6,0,0,4.4,33.59,0,19,19.81,20,1200,13.34
50,1/3/2022,1:00,OL42,7.36,2.08,12.7,22.7,26.2,0,110.5,0,0,4.62,34.57,0,15,20.76,19.1,1201,13.34
51,1/3/2022,2:00,OL42,7.36,1.99,12.7,23.1,26,0,110.5,0,0,4.62,34.23,0,19,20.8,20.2,1201,13.29
52,1/3/2022,3:00,OL42,7.33,1.85,12.7,22.4,26,0,110.5,0,0,4.61,32.66,0,20,20.75,31.9,1201,13.29
53,1/3/2022,4:00,OL42,7.37,1.89,12.5,36.8,25.9,0,108.8,0,0,7.42,55.63,0,19,33.4,18.58,1202,13.24
54,1/3/2022,5:00,OL42,7.4,1.79,12.5,51,25.8,0,108.8,0,0,9.95,80.08,0,20,44.75,22.3,1202,13.24
55,1/3/2022,6:00,OL42,7.41,1.71,12.4,62.9,25.7,0,107.9,0,0,10.96,94.9,0,20,49.31,18.86,1202,13.24
56,1/3/2022,7:00,OL42,7.41,1.99,12.3,71.4,25.6,0,107,0,0,12.15,110.75,0,19,54.65,28.4,1203,13.24
57,1/3/2022,8:00,OL42,7.4,1.9,12.4,73.4,25.6,0,107.9,0,0,12.4,116.91,0,19,55.78,18.32,1203,13.34
58,1/3/2022,9:00,OL42,7.42,2.12,12.4,72.5,25.7,0,107.9,0,0,12.07,112.04,0,18,54.27,18.73,1203,13.45
59,1/3/2022,10:00,OL42,7.43,2.02,12.4,80,25.8,0,107.9,0,0,12.77,127.88,0,17,57.42,9.5,1204,13.65
60,1/3/2022,11:00,OL42,7.43,2.09,12.4,95.9,26.1,0,107.9,0,0,14.54,150.93,0,18,65.39,8.18,1204,13.7
61,1/3/2022,12:00,OL42,7.42,1.97,12.3,115,26.4,0,107,0,0,17.59,189.45,0,17,79.09,11.42,1204,13.7
62,1/3/2022,13:00,OL42,7.42,1.87,12.3,125.1,26.7,0,107,0,0,19.15,206.86,0,18,86.1,8.35,1205,13.7
63,1/3/2022,14:00,OL42,7.4,1.8,12.4,106.7,27.3,0,107.9,0,0,16.81,176.55,0,16,75.6,8.02,1205,13.7
64,1/3/2022,15:00,OL42,7.37,1.73,12.5,84.6,27.7,0,108.8,0,0,13.53,133.4,0,15,60.86,8.04,1205,13.7
65,1/3/2022,16:00,OL42,7.36,1.8,12.6,76.1,28,0,109.6,0,0,12.42,121.49,0,17,55.87,7.5,1206,13.7
66,1/3/2022,17:00,OL42,7.37,1.82,12.5,66.5,28.3,0,108.8,0,0,11.38,107.66,0,15,51.18,7.37,1206,13.7
67,1/3/2022,18:00,OL42,7.35,1.58,12.6,58.2,28.2,0,109.6,0,0,9.67,85.64,0,16,43.48,7.72,1206,13.55
68,1/3/2022,19:00,OL42,7.36,1.71,12.7,49.5,28,0,110.5,0,0,8.35,74.09,0,15,37.57,8.14,1207,13.5
69,1/3/2022,20:00,OL42,7.34,1.54,12.7,44.5,27.8,0,110.5,0,0,7.41,65.14,0,15,33.35,20.2,1207,13.5
70,1/3/2022,21:00,OL42,7.31,1.34,12.8,43.3,27.5,0,111.4,0,0,6.88,61.18,0,16,30.93,18.7,1207,13.45
71,1/3/2022,22:00,OL42,7.31,1.13,12.8,42.4,27.2,0,111.4,0,0,6.63,58.5,0,17,29.79,20.7,1208,13.39
72,1/3/2022,23:00,OL42,7.3,1.16,12.8,42.1,26.9,0,111.4,0,0,6.16,53.39,0,17,27.73,22.3,1208,13.39
73,1/4/2022,0:00,OL42,7.3,1.37,12.9,38.8,26.6,0,112.2,0,0,5.96,51.57,0,16,26.82,14.32,1208,13.39
74,1/4/2022,1:00,OL42,7.28,1.33,12.9,36.4,26.4,0,112.2,0,0,5.41,44.49,0,15,24.35,21.2,1209,13.34
75,1/4/2022,2:00,OL42,7.24,1.29,12.9,34,26.3,0,112.2,0,0,5.08,38,0,19,22.85,14.09,1209,13.34
76,1/4/2022,3:00,OL42,7.27,1.37,12.7,42.1,25.9,0,110.5,0,0,6.45,54.95,0,18,29.03,8.82,1209,13.29
77,1/4/2022,4:00,OL42,7.28,1.83,12.4,53.6,25.7,0,107.9,0,0,8.52,72.93,0,18,38.31,9.49,1210,13.29
78,1/4/2022,5:00,OL42,7.28,1.72,12.3,61.6,25.6,0,107,0,0,10.11,98.41,0,17,45.47,20.6,1210,13.24
79,1/4/2022,6:00,OL42,7.29,1.68,12.2,79.6,25.4,0,106.1,0,0,12.27,125.8,0,18,55.19,20.8,1210,13.24
80,1/4/2022,7:00,OL42,7.28,1.9,12.1,93.9,25.3,0,105.3,0,0,14.12,150.64,0,18,63.48,18.04,1211,13.39
81,1/4/2022,8:00,OL42,7.27,1.81,12,100.5,25.3,0,104.4,0,0,15.26,164.7,0,18,68.61,21.7,1211,13.7
82,1/4/2022,9:00,OL42,7.29,1.58,12,111.8,25.4,0,104.4,0,0,17.73,193.26,0,18,79.71,27.4,1211,13.7
83,1/4/2022,10:00,OL42,7.33,1.86,11.9,125.7,25.6,0,103.5,0,0,19.58,217.61,0,18,88.05,25,1212,13.7
84,1/4/2022,11:00,OL42,7.34,1.64,11.9,126.3,25.9,0,103.5,0,0,19.74,215.35,0,16,88.73,7.62,1212,13.7
85,1/4/2022,12:00,OL42,7.34,1.75,11.9,122.1,26.2,0,103.5,0,0,18.61,202.89,0,16,83.67,7.02,1212,13.7
86,1/4/2022,13:00,OL42,7.33,1.75,12.1,106.6,26.5,0,105.3,0,0,16.5,178.94,0,15,74.18,7.58,1213,13.7
87,1/4/2022,14:00,OL42,7.35,1.62,12,105.4,26.9,0,104.4,0,0,16.15,172.89,0,15,72.63,6.96,1213,13.7
88,1/4/2022,15:00,OL42,7.31,1.28,12.1,82.5,26.9,0,105.3,0,0,15.19,142.97,0,16,68.32,7.19,1213,13.7
89,1/4/2022,16:00,OL42,7.26,1.02,12.3,71.4,27,0,107,0,0,14.46,123.41,0,16,65.04,7.57,1214,13.7
90,1/4/2022,17:00,OL42,7.22,0.82,12.4,65,27.1,0,107.9,0,0,13.86,109.23,0,17,62.31,7.51,1214,13.7
91,1/4/2022,18:00,OL42,7.2,0.81,12.4,59.4,27.3,0,107.9,0,0,13.14,95.82,0,17,59.12,7.55,1214,13.55
92,1/4/2022,19:00,OL42,7.15,0.53,12.6,58.1,27.4,0,109.6,0,0,12.79,89.75,0,17,57.5,6.56,1215,13.5
93,1/4/2022,20:00,OL42,7.11,0.48,12.7,55.6,27.5,0,110.5,0,0,12.3,84.14,0,17,55.3,6.66,1215,13.45
94,1/4/2022,21:00,OL42,7.1,0.5,12.7,56.5,27.6,0,110.5,0,0,12.18,77.7,0,17,54.77,6.55,1215,13.45
95,1/4/2022,22:00,OL42,7.08,0.39,12.6,54.8,27.7,0,109.6,0,0,11.84,73.07,0,17,53.23,6.37,1216,13.39
96,1/4/2022,23:00,OL42,7.07,0.34,12.7,59.6,27.8,0,110.5,0,0,11.37,66.96,0,18,51.13,6.47,1216,13.39
97,1/5/2022,0:00,OL42,7.06,0.37,12.8,65.3,27.8,0,111.4,0,0,11.1,63.91,0,17,49.93,6.52,1216,13.34
98,1/5/2022,1:00,OL42,7.05,0.42,12.9,61.1,27.7,0,112.2,0,0,10.96,58.89,0,17,49.28,6.05,1217,13.34
99,1/5/2022,2:00,OL42,7.06,0.37,12.7,58.7,27.7,0,110.5,0,0,11,57.05,0,17,49.5,5.66,1217,13.34
100,1/5/2022,3:00,OL42,7.16,0.5,12.7,61.1,27.6,0,110.5,0,0,10.89,56.17,0,16,48.97,5.65,1217,13.29
101,1/5/2022,4:00,OL42,7.2,0.63,12.5,62.7,27.6,0,108.8,0,0,10.99,55.78,0,16,49.43,11.55,1218,13.29
102,1/5/2022,5:00,OL42,7.18,0.66,12.4,62.1,27.5,0,107.9,0,0,10.84,56.05,0,16,48.74,8.7,1218,13.24
103,1/5/2022,6:00,OL42,7.19,0.68,12.4,62,27.4,0,107.9,0,0,10.81,54,0,15,48.62,12.7,1218,13.24
104,1/5/2022,7:00,OL42,7.21,0.7,12.4,62.6,27.3,0,107.9,0,0,10.71,54.9,0,14,48.17,10.81,1219,13.29
105,1/5/2022,8:00,OL42,7.23,0.73,12.5,60.5,27.2,0,108.8,0,0,10.66,52.61,0,15,47.95,12.99,1219,13.34
106,1/5/2022,9:00,OL42,7.23,0.62,12.5,60.3,27.1,0,108.8,0,0,10.53,55.34,0,15,47.37,14.16,1219,13.6
107,1/5/2022,10:00,OL42,7.24,0.48,12.4,58.6,27.1,0,107.9,0,0,10.48,50.27,0,15,47.14,13.23,1220,13.7
108,1/5/2022,11:00,OL42,7.22,0.57,12.4,58.9,27,0,107.9,0,0,10.43,49.69,0,17,46.91,14.22,1220,13.7
109,1/5/2022,12:00,OL42,7.27,0.92,12.9,120.5,26.8,0,112.2,0,0,14.72,200.53,0,16,66.19,16.77,1220,13.7
110,1/5/2022,13:00,OL42,7.3,1.02,12.9,69.3,27.1,0,112.2,0,0,9.45,96.85,0,17,42.53,7.13,1221,13.7
111,1/5/2022,14:00,OL42,7.31,0.89,12.8,58.3,27.6,0,111.4,0,0,8.31,77.64,0,17,37.38,7.17,1221,13.7
112,1/5/2022,15:00,OL42,7.31,1.18,12.7,63.8,27.9,0,110.5,0,0,9.89,82.02,0,16,44.51,7.07,1221,13.7
113,1/5/2022,16:00,OL42,7.28,6.65,0.4,1.8,27.4,0,3.5,0,0,0,57.76,0,16,0,341,1222,13.7
114,1/5/2022,17:00,OL42,7.39,4.93,12.9,86.6,28.3,0,112.2,0,0,15.29,130.33,0,20,68.75,4.93,1222,13.55
115,1/5/2022,18:00,OL42,7.32,4.9,13.1,83.4,28.2,0,114,0,0,14.5,123.39,0,20,65.22,4.62,1222,13.55
116,1/5/2022,19:00,OL42,7.28,4.74,13.3,68.5,28.1,0,115.7,0,0,12.54,104.5,0,20,56.38,4.73,1223,13.5
117,1/5/2022,20:00,OL42,7.25,4.81,13.3,51.4,27.9,0,115.7,0,0,9.96,80.76,0,20,44.8,4.87,1223,13.45
118,1/5/2022,21:00,OL42,7.16,4.62,13.4,176,27.5,0,116.6,0,0,17.68,263.8,0,20,79.48,4.74,1223,13.39
119,1/5/2022,22:00,OL42,7.13,4.34,13.2,230.5,27,0,114.8,0,0,22.11,333.46,0,19,99.46,4.15,1224,13.39
120,1/5/2022,23:00,OL42,7.1,4.4,12.7,233.5,26.7,0,110.5,0,0,22.91,332.52,0,20,103.08,4.12,1224,13.34
121,1/6/2022,0:00,OL42,7.03,4.21,12.2,195.4,26.6,0,106.1,0,0,22.02,277.78,0,20,98.99,5.01,1224,13.34
122,1/6/2022,1:00,OL42,6.95,3.87,11.4,150.2,26.5,0,99.2,0,0,18.51,212.36,0,19,83.21,6.81,1225,13.34
123,1/6/2022,2:00,OL42,6.89,3.89,10.5,115.6,26.2,0,91.4,0,0,15.36,160.99,0,19,69.07,8.68,1225,13.29
124,1/6/2022,3:00,OL42,6.85,3.67,9.9,92.1,26.1,0,86.1,0,0,12.77,125.96,0,19,57.45,7.92,1225,13.29
125,1/6/2022,4:00,OL42,6.85,3.73,9.8,78.2,25.9,0,85.3,0,0,11.31,106.73,0,18,50.85,7.36,1226,13.24
126,1/6/2022,5:00,OL42,6.88,3.98,9.9,80.3,25.9,0,86.1,0,0,11.27,105.8,0,19,50.7,7.8,1226,13.24
127,1/6/2022,6:00,OL42,6.92,4.16,10.4,84.4,25.8,0,90.5,0,0,11.95,110.61,0,18,53.75,10.06,1226,13.24
128,1/6/2022,7:00,OL42,6.95,4.21,10.6,91.1,25.8,0,92.2,0,0,13.19,121.56,0,18,59.34,9.92,1227,13.29
129,1/6/2022,8:00,OL42,6.97,4.27,10.7,104.2,25.8,0,93.1,0,0,15.39,139.45,0,17,69.21,11.87,1227,13.5
130,1/6/2022,9:00,OL42,7,4.61,10.9,123.1,25.9,0,94.8,0,0,18.5,165.39,0,18,83.18,12.09,1227,13.7
131,1/6/2022,10:00,OL42,7.03,4.47,11.2,146.2,26.1,0,97.4,0,0,21.96,194.17,0,18,98.72,4.67,1228,13.7
132,1/6/2022,11:00,OL42,7.03,4.58,11.5,173.2,26.4,0,100.1,0,0,24.03,234.38,0,19,108.12,4.43,1228,13.7
133,1/6/2022,12:00,OL42,6.98,4.18,12,205.5,26.8,0,104.4,0,0,27.2,287.22,0,17,122.27,4.31,1228,13.7
134,1/6/2022,13:00,OL42,7.01,4.07,12.1,236.1,27.2,0,105.3,0,0,31.6,341.58,0,19,142.16,4.24,1229,13.7
135,1/6/2022,14:00,OL42,7.07,4.42,12.2,236.2,27.3,0,106.1,0,0,32.57,341.29,0,19,146.54,4.26,1229,13.7
136,1/6/2022,15:00,OL42,7.09,4.62,12.4,196.4,27.3,0,107.9,0,0,27.17,278.27,0,19,122.14,4.18,1229,13.55
137,1/6/2022,16:00,OL42,7.1,4.31,12.7,149.6,27.4,0,110.5,0,0,22.34,207.83,0,19,100.53,4.23,1230,13.5
138,1/6/2022,17:00,OL42,7.1,4.29,12.7,131.1,27.4,0,110.5,0,0,19.26,180.22,0,19,86.58,4.09,1230,13.5
139,1/6/2022,18:00,OL42,7.08,4.21,13,120.8,27.3,0,113.1,0,0,18.01,168.63,0,19,80.99,4.06,1230,13.45
140,1/6/2022,19:00,OL42,7.09,4.32,13.1,101.4,27.2,0,114,0,0,14.92,138.63,0,19,67.1,3.86,1231,13.39
141,1/6/2022,20:00,OL42,7.02,3.74,13.2,79.4,27.1,0,114.8,0,0,11.49,102.64,0,19,51.69,3.79,1231,13.39
142,1/6/2022,21:00,OL42,7.03,4.07,13.3,69.6,27,0,115.7,0,0,9.36,82.38,0,19,42.12,3.8,1231,13.39
143,1/6/2022,22:00,OL42,7,3.73,13.6,61.8,26.8,0,118.3,0,0,8.18,70.12,0,19,36.8,3.84,1232,13.34
144,1/6/2022,23:00,OL42,6.98,3.79,13.6,59.6,26.7,0,118.3,0,0,7.23,58.63,0,19,32.52,3.81,1232,13.34
145,1/7/2022,0:00,OL42,6.92,3.89,13.6,55.4,26.5,0,118.3,0,0,6.55,51.26,0,19,29.46,5.02,1232,13.29
146,1/7/2022,1:00,OL42,6.88,3.98,13.7,58.2,26.4,0,119.2,0,0,6.14,46.93,0,19,27.61,4.25,1233,13.29
147,1/7/2022,2:00,OL42,6.83,3.53,13.7,59,26.3,0,119.2,0,0,5.67,44.36,0,19,25.52,3.57,1233,13.24
148,1/7/2022,3:00,OL42,6.81,3.58,13.8,58.8,26.2,0,120.1,0,0,5.36,39.84,0,19,24.13,4.03,1233,13.24
149,1/7/2022,4:00,OL42,6.78,3.49,13.8,60.3,26.1,0,120.1,0,0,5.14,37.17,0,19,23.12,3.71,1234,13.19
150,1/7/2022,5:00,OL42,6.76,3.22,13.8,63.5,26,0,120.1,0,0,5.05,37.35,0,19,22.72,3.69,1234,13.19
151,1/7/2022,6:00,OL42,6.77,3.51,13.8,69.6,25.9,0,120.1,0,0,5.27,38.88,0,19,23.7,7.38,1234,13.19
152,1/7/2022,7:00,OL42,6.77,3.71,13.9,65.1,25.8,0,120.9,0,0,5.96,42.17,0,19,26.83,6.25,1235,13.19
153,1/7/2022,8:00,OL42,6.81,3.88,13.8,74.7,25.7,0,120.1,0,0,7.5,53.66,0,19,33.75,5.94,1235,13.24
154,1/7/2022,9:00,OL42,6.81,4.14,13.6,85.2,25.8,0,118.3,0,0,9.65,72.57,0,18,43.4,7.76,1235,13.39
155,1/7/2022,10:00,OL42,6.84,3.61,13.5,97.7,26,0,117.5,0,0,12,97.35,0,18,53.96,3.25,1236,13.7
156,1/7/2022,11:00,OL42,6.86,3.49,13.4,107.6,26.3,0,116.6,0,0,13.84,114.96,0,18,62.22,2.99,1236,13.7
157,1/7/2022,12:00,OL42,6.85,3.78,13.4,111.4,26.7,0,116.6,0,0,14.27,119.67,0,19,64.19,2.65,1236,13.7
158,1/7/2022,13:00,OL42,6.84,3.73,13.5,114.5,27,0,117.5,0,0,14.88,128.74,0,20,66.9,2.66,1237,13.7
159,1/7/2022,14:00,OL42,6.83,2.73,13.4,115.4,27.5,0,116.6,0,0,15.69,134.93,0,19,70.55,2.46,1237,13.7
160,1/7/2022,15:00,OL42,6.8,3.22,13.3,118.6,27.9,0,115.7,0,0,16.23,131.55,0,17,72.96,2.47,1237,13.65
161,1/7/2022,16:00,OL42,6.72,2.95,13.3,116.5,27.6,0,115.7,0,0,15.57,123.3,0,14,69.99,5.41,1238,13.6
162,1/7/2022,17:00,OL42,7.4,4.72,13.4,108.1,27.5,0,116.6,0,0,17.97,164.47,0,18,80.8,5.6,1238,13.5
163,1/7/2022,18:00,OL42,7.22,3.68,13.6,192.9,27.4,0,118.3,0,0,22.4,284.4,0,19,100.78,7.76,1238,13.45
164,1/7/2022,19:00,OL42,7.12,3.17,13.5,203.3,27.1,0,117.5,0,0,22.28,310.77,0,17,100.23,8.92,1239,13.45
165,1/7/2022,20:00,OL42,7.03,3.1,11.9,164.1,26.6,0,103.5,0,0,18.64,247.46,0,18,83.8,7.85,1239,13.39
166,1/7/2022,21:00,OL42,6.96,3.05,10.2,116.8,26.2,0,88.7,0,0,14.93,177.29,0,19,67.13,5.85,1239,13.39
167,1/7/2022,22:00,OL42,6.95,3,9.4,86,26,0,81.8,0,0,11.99,131.42,0,19,53.91,5,1240,13.34
168,1/7/2022,23:00,OL42,6.94,3.35,9.3,60.4,25.9,0,80.9,0,0,9.89,98.58,0,19,44.49,6.42,1240,13.34
169,1/8/2022,0:00,OL42,6.94,3.49,9.7,42.1,25.8,0,84.4,0,0,8.05,67.25,0,18,36.2,6.55,1240,13.29
170,1/8/2022,1:00,OL42,6.96,3.58,10.2,31.8,25.8,0,88.7,0,0,6.81,48.8,0,17,30.65,6.6,1241,13.29
171,1/8/2022,2:00,OL42,6.95,3.12,10.6,22,25.8,0,92.2,0,0,5.61,32.69,0,18,25.21,7.27,1241,13.29
172,1/8/2022,3:00,OL42,7,3.38,11.1,21.2,25.7,0,96.6,0,0,5.39,31.95,0,18,24.24,6.54,1241,13.24
173,1/8/2022,4:00,OL42,7.04,3.89,11.6,22.2,25.6,0,100.9,0,0,5.53,33.72,0,18,24.88,6.65,1242,13.24
174,1/8/2022,5:00,OL42,7.05,3.72,12.2,22.2,25.5,0,106.1,0,0,5.69,33.85,0,18,25.61,6.6,1242,13.19
175,1/8/2022,6:00,OL42,7.07,4.1,12.6,23.1,25.5,0,109.6,0,0,5.82,34.71,0,18,26.2,8.04,1242,13.19
176,1/8/2022,7:00,OL42,6.95,1.71,12.8,12.1,25.6,0,111.4,0,0,5.29,24.89,0,16,23.78,2.84,1243,13.24
177,1/8/2022,8:00,OL42,6.93,1.39,13.1,9.8,25.8,0,114,0,0,4.95,19.87,0,18,22.27,2.85,1243,13.24
178,1/8/2022,9:00,OL42,6.89,1.26,13.1,9.6,25.8,0,114,0,0,4.39,12.97,0,18,19.75,2.44,1243,13.29
179,1/8/2022,10:00,OL42,7.04,4.54,12.9,54.7,25.7,0,112.2,0,0,10.78,90.64,0,16,48.49,6.04,1244,13.39
180,1/8/2022,11:00,OL42,7.01,4.16,13.1,44.1,26,0,114,0,0,10.75,71.14,0,18,48.35,3.77,1244,13.7
181,1/8/2022,12:00,OL42,6.96,3.66,13.2,40.5,26.5,0,114.8,0,0,9.55,58.99,0,17,42.94,3.33,1244,13.7
182,1/8/2022,13:00,OL42,6.92,3.75,13.3,33.2,27,0,115.7,0,0,7.97,46.08,0,17,35.86,3.03,1245,13.7
183,1/8/2022,14:00,OL42,6.9,3.24,13.5,31.1,27.3,0,117.5,0,0,6.78,39.71,0,18,30.52,2.93,1245,13.7
184,1/8/2022,15:00,OL42,6.92,3.6,13.8,37.3,27.5,0,120.1,0,0,8.19,49,0,19,36.85,2.92,1245,13.7
185,1/8/2022,16:00,OL42,6.92,3.78,14.1,58.6,27.7,0,122.7,0,0,12.39,82.84,0,19,55.74,2.61,1246,13.7
186,1/8/2022,17:00,OL42,6.93,3.86,14.1,83,27.8,0,122.7,0,0,17.58,132.7,0,20,79.06,2.23,1246,13.6
187,1/8/2022,18:00,OL42,6.92,4.16,14.2,107.6,27.8,0,123.5,0,0,21.06,167.61,0,18,94.69,2.06,1246,13.5
188,1/8/2022,19:00,OL42,6.91,4.1,14.2,109.8,27.7,0,123.5,0,0,20.99,174.18,0,18,94.35,2.04,1247,13.45
189,1/8/2022,20:00,OL42,6.89,3.76,14.2,95.9,27.7,0,123.5,0,0,18.51,151.31,0,18,83.23,1.88,1247,13.45
